Paziente,31,96,167,618,781,808,961,1021,1065,1135,1195,1200,1454,1518,1703,1786,1935,original_glszm_SmallAreaEmphasis,wavelet-LL_glszm_SmallAreaEmphasis,wavelet-LH_glszm_SmallAreaEmphasis,wavelet-HL_glszm_SmallAreaEmphasis
5,1.2099428,0.0,0.38104725,0.44697833,4.116306,0.0383455,1.150699,0.0,0.37873054,0.74479,0.12999332,3.2336855,0.17953783,1.0397522,1.2154315,0.902772,0.018390521,0.8040688697601583,0.8657609323018702,0.6421121501464132,0.5679223363531184
12,0.77690184,1.0433474,0.7000577,0.46633792,0.92684793,0.0,0.0035957396,0.3197232,0.68050784,0.4813003,3.3972287,1.5807692,0.0,0.6759831,0.96952194,0.25161326,0.99397105,0.7744406512000844,0.8490097069858975,0.5557274154966373,0.6365999248488277
15,0.71994984,0.9647504,1.515481,0.23710524,1.5683076,0.0,0.0,0.7097328,0.72839797,0.15735506,3.2261806,1.5551746,0.41452932,0.9829608,0.52431595,0.20592034,0.7625697,0.7043250301394957,0.7414014492649382,0.5646201695051246,0.440332334885134
16,1.1682656,0.47612035,1.5022771,0.8747836,0.84189546,0.0,0.0,0.24423975,0.6693877,0.44504136,3.5587056,1.5742296,0.086426824,0.84437644,0.7209051,0.24635458,0.8375067,0.7708194619804735,0.8298346612476198,0.6664420978318886,0.5359702333553512
17,0.841117,1.2360448,1.6014997,0.014269397,1.2282962,0.0,0.12655708,0.8589244,0.810292,0.008972734,3.5284922,1.0044852,0.5808293,1.3789247,0.51130456,0.40484327,0.6706533,0.8338865250583078,0.8950742240215925,0.6421154835135768,0.674957906264686
19,1.2896324,0.7098727,1.5409973,0.5336867,0.9215126,0.0,0.32250944,0.84505105,0.30244377,0.19574209,2.551913,1.3604075,0.21541491,1.3418065,0.62756056,0.562831,0.8587355,0.8143832194682535,0.9122168284789643,0.7979534724744475,0.7699026843759434
22,0.8543892,0.9807316,1.748342,0.8098119,1.8234078,0.0,0.0,0.7496766,0.5403331,0.60207975,3.0931716,0.9712683,0.17070356,0.6302893,0.8068146,0.06857881,0.8003735,0.7327920905311986,0.834453408438186,0.6428127403109496,0.5494302551105357
23,0.941653,1.1373955,1.5279397,0.46997052,1.2907248,0.0,0.0,0.39612302,0.5594724,0.1392044,3.887545,1.5344318,0.021492034,1.0436722,0.5201128,0.37787223,0.9966993,0.6546329923733696,0.7460362308752246,0.4832591657196018,0.4162863493339346
24,4.6073728,0.0,0.3712768,0.5739624,2.0793347,0.0,0.8686559,0.34362772,0.1670155,0.69073236,1.0903602,1.8253933,3.4938767,1.2876171,0.013294101,0.6662732,1.7472061,0.769833292469115,0.8524314897857499,0.4327482685355456,0.3486904282813957
25,0.87046707,1.4976666,1.6417087,0.22877629,1.7405045,0.5606548,0.24464089,1.0425099,1.3787739,0.035021245,2.369424,1.9412445,0.97307444,0.56990504,0.44244385,0.05261299,1.295372,0.7760126087954645,0.8650925925925925,0.6619818835854634,0.723497785945654
26,1.175777,1.0398742,1.9931772,1.2730231,0.79989934,0.0,0.0,1.644649,0.6524226,0.41129655,3.1679406,1.6078149,0.29077742,0.45684406,1.136306,0.50185084,0.71191853,0.7564887063700325,0.8947301587301588,0.7086169355953763,0.525992951907131
27,1.5463854,0.26078594,1.3991295,0.48165554,2.497574,0.0,0.0,0.5104313,0.691995,0.6419565,2.396604,1.0342801,0.22913414,0.5768548,0.44921547,0.54583293,0.7011347,0.7753841713820752,0.870515532685344,0.498522926145832,0.5839595558453344
29,1.0693926,0.35254294,1.8888938,0.6416326,0.88542175,0.0,0.0,0.37917545,0.61514133,0.7467718,3.1752136,1.1506433,0.043382734,0.66064334,0.3522423,0.5399195,0.6765162,0.7870983818226317,0.865603716561617,0.5474922810334777,0.696795392774731
30,0.72685504,0.66125596,1.6320865,1.0049273,0.9915749,0.0,0.25612912,0.6753943,0.75680375,1.0124809,2.8194122,2.2923613,0.33857548,0.6538935,0.89234275,0.3914197,1.1113677,0.7147289972899729,0.8711685823754789,0.6312701189545614,0.5690187879100216
31,0.7088039,1.0606067,1.2913108,0.27309757,1.0950073,0.0,0.0,0.6159214,0.6315484,0.6868746,2.8981187,1.4734681,0.032533377,0.791232,0.78390115,0.537254,0.90396696,0.8174795751633988,0.9237139107611548,0.7150157264603867,0.8238675471840997
